@RELATION Parkinson
@ATTRIBUTE class {Positive,Negative}
@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE x5 NUMERIC
@ATTRIBUTE x6 NUMERIC
@ATTRIBUTE x7 NUMERIC
@ATTRIBUTE x8 NUMERIC
@ATTRIBUTE x9 NUMERIC
@ATTRIBUTE x10 NUMERIC
@ATTRIBUTE x11 NUMERIC
@ATTRIBUTE x12 NUMERIC
@ATTRIBUTE x13 NUMERIC
@ATTRIBUTE x14 NUMERIC
@ATTRIBUTE x15 NUMERIC
@ATTRIBUTE x16 NUMERIC
@ATTRIBUTE x17 NUMERIC
@ATTRIBUTE x18 NUMERIC
@ATTRIBUTE x19 NUMERIC
@ATTRIBUTE x20 NUMERIC
@ATTRIBUTE x21 NUMERIC
@ATTRIBUTE x22 NUMERIC
@ATTRIBUTE x23 NUMERIC
@ATTRIBUTE x24 NUMERIC
@ATTRIBUTE x25 NUMERIC
@ATTRIBUTE x26 NUMERIC
@ATTRIBUTE x27 NUMERIC
@ATTRIBUTE x28 NUMERIC
@ATTRIBUTE x29 NUMERIC
@ATTRIBUTE x30 NUMERIC
@ATTRIBUTE x31 NUMERIC
@ATTRIBUTE x32 NUMERIC
@ATTRIBUTE x33 NUMERIC
@ATTRIBUTE x34 NUMERIC
@ATTRIBUTE x35 NUMERIC
@ATTRIBUTE x36 NUMERIC
@ATTRIBUTE x37 NUMERIC
@ATTRIBUTE x38 NUMERIC
@ATTRIBUTE x39 NUMERIC
@ATTRIBUTE x40 NUMERIC
@ATTRIBUTE x41 NUMERIC
@ATTRIBUTE x42 NUMERIC
@ATTRIBUTE x43 NUMERIC
@ATTRIBUTE x44 NUMERIC
@ATTRIBUTE x45 NUMERIC
@ATTRIBUTE x46 NUMERIC
@ATTRIBUTE x47 NUMERIC
@ATTRIBUTE x48 NUMERIC
@ATTRIBUTE x49 NUMERIC
@ATTRIBUTE x50 NUMERIC
@ATTRIBUTE x51 NUMERIC
@ATTRIBUTE x52 NUMERIC
@DATA
Positive,0,0.236875,0.324159,0.214729,0.124496,0.048923,0.023559,0.01266,0.007008,0.003687,0.003903,58.4542,0.001896,0,0.263364,0.344124,0.190136,0.103167,0.047194,0.023698,0.015128,0.007031,0.002056,0.004102,68.9591,0.002218,0,0.2876,0.347385,0.177722,0.092858,0.045206,0.026746,0.008901,0.008763,0.001405,0.003415,24.1231,0.00373,0.000292,0.25741,0.337698,0.184703,0.103076,0.055731,0.029162,0.015781,0.009608,0.003613,0.002926,50.1735,0.006241
Positive,0,0.158428,0.275613,0.234017,0.159593,0.081881,0.042937,0.025915,0.010893,0.004759,0.005965,51.0736,0.001697,0.00026,0.180079,0.29778,0.248773,0.129371,0.072214,0.037794,0.015986,0.010207,0.004057,0.003479,72.7438,0.003135,0.000311,0.248019,0.361338,0.206068,0.08953,0.042927,0.027681,0.009219,0.007726,0.003542,0.003637,52.3737,0.006457,0.000288,0.290347,0.320726,0.188768,0.096665,0.054508,0.021988,0.013325,0.005593,0.004035,0.003757,67.8595,0.012643
Positive,0.00014,0.235237,0.339802,0.213911,0.110227,0.048535,0.024625,0.012956,0.008973,0.003445,0.002148,49.7031,0.002095,0,0.180685,0.298793,0.219659,0.141474,0.067508,0.04724,0.022226,0.00986,0.006418,0.006136,57.4537,0.002261,0.000335,0.145844,0.283059,0.233669,0.154271,0.095812,0.042532,0.022224,0.011549,0.005814,0.004892,24.3742,0.005673,0,0.301689,0.318563,0.17863,0.105755,0.045056,0.025536,0.011557,0.004819,0.003173,0.005223,43.2034,0.010035
Positive,0.000265,0.137323,0.257585,0.230493,0.157063,0.104484,0.054328,0.032454,0.015108,0.005916,0.00498,33.7132,0.001266,0,0.188905,0.287894,0.218506,0.143164,0.080299,0.041488,0.020057,0.010293,0.006827,0.002566,41.8364,0.001647,0,0.20135,0.312019,0.202152,0.131454,0.078439,0.040599,0.018556,0.008354,0.003449,0.003629,55.0864,0.004823,0,0.169185,0.311016,0.211058,0.14133,0.078251,0.043519,0.024212,0.008395,0.00602,0.007015,43.7837,0.006284
Positive,0,0.116795,0.259483,0.237941,0.160695,0.102522,0.058821,0.034677,0.017907,0.006979,0.004179,60.9368,0.002878,0,0.140277,0.271264,0.232991,0.166089,0.099704,0.051109,0.022175,0.009845,0.003481,0.003066,68.4899,0.004295,0.000242,0.139578,0.28879,0.239665,0.151519,0.079928,0.047123,0.027897,0.014489,0.004248,0.006521,44.8419,0.0029,0,0.146671,0.279431,0.213678,0.146112,0.10348,0.054184,0.029163,0.016248,0.005855,0.005179,33.587,0.00552
Positive,0,0.090058,0.207682,0.241539,0.195531,0.12392,0.06947,0.036476,0.020707,0.0084,0.006216,65.4727,0.001203,0,0.096051,0.235449,0.253935,0.18256,0.118697,0.060538,0.02977,0.012262,0.006463,0.004274,73.5132,0.001109,0.000509,0.140749,0.286124,0.231507,0.145437,0.082966,0.056909,0.029022,0.012896,0.008347,0.005534,9.06064,0.002897,0.000303,0.211738,0.335315,0.230349,0.113827,0.056738,0.028111,0.0129,0.004772,0.003571,0.002375,28.2136,0.007357
Positive,0,0.250655,0.355861,0.204497,0.103737,0.047319,0.019757,0.008237,0.004352,0.003154,0.002429,67.8859,0.00345,0.000361,0.207512,0.328552,0.221614,0.121816,0.06222,0.033909,0.013357,0.007116,0.002206,0.001337,70.4229,0.003939,0,0.182351,0.328702,0.238989,0.136806,0.061119,0.025968,0.014883,0.007059,0.001466,0.002657,13.4315,0.007214,0.00026,0.258282,0.337152,0.194414,0.096239,0.050027,0.031467,0.015048,0.008276,0.005664,0.003171,28.9704,0.008729
Positive,0.000265,0.182646,0.314461,0.218535,0.136519,0.08311,0.034125,0.016372,0.007489,0.003575,0.002902,77.7625,0.003119,0,0.150983,0.264199,0.223304,0.148677,0.102278,0.050874,0.031767,0.014746,0.0084,0.004771,69.3685,0.003623,0,0.197572,0.341572,0.222433,0.123415,0.065679,0.028998,0.01193,0.003371,0.002005,0.003023,64.1137,0.007944,0,0.151336,0.297855,0.237125,0.158471,0.085503,0.037411,0.015197,0.008563,0.004392,0.004147,61.4639,0.009581
Positive,0.000279,0.164458,0.276037,0.225375,0.150673,0.08901,0.052569,0.01849,0.015951,0.002751,0.004406,65.0807,0.001998,0,0.235724,0.315452,0.223174,0.118083,0.058323,0.025008,0.009525,0.007277,0.003704,0.00373,55.9398,0.003175,0.000554,0.215726,0.282461,0.20084,0.1298,0.084526,0.042876,0.020488,0.014447,0.005471,0.002813,49.8157,0.004702,0,0.201566,0.310109,0.227009,0.1273,0.068797,0.03433,0.015631,0.008302,0.004619,0.002336,61.0669,0.007581
Positive,0,0.069647,0.166067,0.21639,0.184013,0.152534,0.101688,0.056233,0.03322,0.014742,0.005465,73.18,0.001873,0,0.066741,0.17198,0.228661,0.199325,0.147055,0.096252,0.050967,0.022903,0.00914,0.006975,73.5826,0.002019,0,0.155192,0.327351,0.250284,0.139287,0.06585,0.03366,0.013175,0.008585,0.003756,0.002858,63.6038,0.004975,0,0.230102,0.361097,0.219664,0.105182,0.046876,0.019947,0.008869,0.00481,0.000793,0.002659,68.4653,0.008052
Positive,0,0.247224,0.332834,0.2086,0.098017,0.057753,0.026615,0.013362,0.005999,0.005253,0.004342,64.2565,0.003385,0.000285,0.238908,0.343697,0.196025,0.106219,0.054357,0.032126,0.014006,0.008249,0.002309,0.003818,72.0615,0.004211,0.000519,0.186636,0.32263,0.209994,0.122224,0.075291,0.040232,0.021385,0.012335,0.005221,0.003534,26.6636,0.006231,0,0.244561,0.321065,0.224015,0.10658,0.054829,0.023567,0.015113,0.005146,0.002375,0.002749,45.0099,0.011538
Positive,0.000294,0.217985,0.315909,0.220984,0.110521,0.06633,0.033819,0.018928,0.005982,0.005922,0.003325,75.1929,0.002803,0.000328,0.279857,0.316888,0.180544,0.102414,0.062746,0.029934,0.01215,0.00743,0.004025,0.003683,75.9822,0.003829,0.000282,0.340045,0.296818,0.157263,0.095789,0.050616,0.02841,0.016712,0.007421,0.003297,0.003345,65.8017,0.009856,0.000297,0.278787,0.318229,0.17852,0.092425,0.06365,0.030379,0.017745,0.012212,0.004723,0.003033,75.0294,0.014376
Positive,0.00027,0.143998,0.288579,0.23406,0.161424,0.087956,0.046889,0.019149,0.006947,0.006855,0.003873,69.6668,0.00177,0,0.107688,0.245211,0.248529,0.178275,0.101809,0.068047,0.028279,0.013088,0.006214,0.002861,66.8212,0.001918,0,0.216762,0.289345,0.200325,0.123934,0.080828,0.041655,0.022558,0.011222,0.00764,0.005732,62.0421,0.002817,0,0.248484,0.254003,0.187227,0.130027,0.08386,0.044187,0.02794,0.010467,0.007536,0.006268,60.934,0.005186
Positive,0,0.38923,0.288773,0.146766,0.08882,0.04328,0.022084,0.007905,0.005036,0.004208,0.003898,66.2688,0.001689,0,0.274137,0.291358,0.174502,0.114679,0.06555,0.036551,0.016828,0.013885,0.007184,0.005325,60.3123,0.001937,0.000546,0.356967,0.265685,0.150357,0.093465,0.055233,0.0346,0.022091,0.009725,0.005087,0.006245,77.8029,0.003748,0,0.311897,0.215384,0.174124,0.108048,0.075263,0.048225,0.028361,0.018207,0.013767,0.006723,75.7193,0.004014
Positive,0.000252,0.140726,0.265663,0.213457,0.152428,0.095873,0.063021,0.034515,0.018881,0.009125,0.006059,72.4247,0.001734,0,0.219394,0.292634,0.2025,0.138315,0.073505,0.036881,0.020063,0.009402,0.004183,0.003122,78.0832,0.002782,0.000274,0.238314,0.31035,0.190477,0.113369,0.067296,0.035701,0.022082,0.012021,0.006896,0.00322,53.9704,0.003874,0,0.241529,0.267435,0.191224,0.129031,0.077571,0.047712,0.023551,0.014715,0.003183,0.004049,60.7764,0.004778
Positive,0.000257,0.31041,0.30735,0.176426,0.094174,0.051828,0.029758,0.013024,0.007833,0.004516,0.004424,52.7933,0.001754,0,0.264117,0.287551,0.204313,0.118048,0.056028,0.033145,0.017746,0.011869,0.003325,0.003859,58.0075,0.001959,0,0.294961,0.279049,0.171327,0.104982,0.067534,0.035455,0.023541,0.012498,0.005079,0.005573,61.4245,0.004444,0,0.330099,0.275196,0.170975,0.094506,0.055261,0.028504,0.019846,0.011134,0.007061,0.007419,72.6734,0.007081
Positive,0.000392,0.244505,0.311657,0.205823,0.119491,0.05604,0.030396,0.016804,0.009034,0.003388,0.002471,54.7562,0.001137,0,0.283844,0.288687,0.186242,0.105479,0.057587,0.037815,0.017546,0.013953,0.004787,0.00406,49.6772,0.001571,0.000883,0.185477,0.300173,0.212538,0.131566,0.077356,0.049065,0.023171,0.010085,0.006099,0.003586,10.7128,0.001814,0,0.160895,0.266877,0.195967,0.13797,0.105394,0.055649,0.036219,0.023294,0.012284,0.005452,15.6423,0.003661
Positive,0.000548,0.177397,0.301865,0.236133,0.139166,0.072674,0.039223,0.015875,0.007636,0.006949,0.002535,57.4248,0.002185,0,0.233067,0.299098,0.206689,0.116222,0.062582,0.042011,0.021398,0.008039,0.007147,0.003746,55.3853,0.002638,0,0.2951,0.300109,0.180063,0.101511,0.060318,0.034712,0.017128,0.004426,0.003408,0.003225,54.6728,0.003943,9.6e-05,0.313463,0.289135,0.182179,0.104828,0.058744,0.02803,0.01345,0.003801,0.004092,0.002181,61.119,0.006709
Positive,0,0.288044,0.325043,0.186098,0.094113,0.050121,0.027874,0.014757,0.007812,0.003605,0.00253,29.5698,0.002279,0,0.152608,0.266746,0.222816,0.145082,0.093404,0.055223,0.032534,0.016213,0.008396,0.006977,57.8705,0.001903,0.000252,0.275339,0.320934,0.183353,0.100535,0.063058,0.031931,0.012406,0.006144,0.003484,0.002563,46.6412,0.003518,0,0.324702,0.280036,0.177982,0.100851,0.051432,0.031478,0.015984,0.010209,0.004048,0.003276,68.8489,0.008396
